type,zodiac,category,title,content,field1,field2,field3,field4
GENERAL,SAGITTARIUS,Wealth,"Wealth Through Vision and Wise Investments","Dhan ke mamle me aap apni soch aur gyaan ke bal par kamate hain. Guru ki kripa se aapko teaching, publishing, travel aur consultancy se fayda hota hai. Aapko bade sapne dekhna pasand hai, lekin unhe poora karne ke liye mehnat aur planning zaroori hai. Aapko shares, mutual funds aur property me nivesh se fayda hota hai. Lekin aap kharch bhi tez karte hain, isliye bachat par dhyan dena zaroori hai.","","","",""
GENERAL,SAGITTARIUS,Family,"Philosophical Guide and Generous Family Member","Parivar me aap gyaan aur khushi ke srot hote hain. Aap apne ghar walon ko sahi rasta dikhate hain aur unhe kabhi kisi cheez ki kami nahi hone dete. Pita ke saath aapka rishta bahut gahra hota hai aur unki salah aapke liye sarvopari hoti hai. Lekin aap apne bachon aur pati/patni par apna raaj chalane ki koshish karte hain. Unki baat sunna aur unke faislon par bharosa karna rishte ko mazboot karega.","","","",""
GENERAL,SAGITTARIUS,Spirituality,"Seeker of Higher Truth and Wisdom","Adhyatm ke mamle me aap gyaan aur darshan ke raste par chalte hain. Aapko Guru, Vishnu ji aur Brihaspati ki upasana pasand hai. Aapke liye Parmatma gyaan aur prakash ke roop me hain. Aap ved, upanishad aur Gita padhne me ruchi rakhte hain. Aapko lambi tapasya se zyada gyaan aur seva pasand hai. Aap doosron ko sahi rasta dikhakar Parmatma ko paate hain.","","","",""
GENERAL,CAPRICORN,Personality,"Disciplined Achiever with Practical Wisdom","Aap Makar rashi ke jaatak hain, jisme Shani ka raaj hai. Aap swabhav se hi parishrami, zimmedar aur vyavharik hote hain. Aap har kaam ko planning ke saath karte hain aur samay ka poora samman karte hain. Aapki mehnat aur lagan aapko samay ke saath bade pad par pahunchati hai. Lekin aap kabhi-kabhi zyada gambhir aur nirash ho jate hain, isliye thoda hasna aur jeevan ka aanand lena bhi zaroori hai. Aapke andar netritva ki kshamta chhupi hoti hai.","","","",""
GENERAL,CAPRICORN,Career,"Ambitious Professional Destined for Success","Career ke kshetra me aapki mehnat aur lagan aapki taakat hai. Shani ki kripa se government, management, finance, construction aur law jaise kshetron me aapko safalta milti hai. Aap dheere-dheere tarakki karte hain lekin jo mukaam paate hain woh sthayi hota hai. Aapko apne colleagues aur subordinates ki baat sunni chahiye. Aapki mehnat aur imandari aapko samay ke saath bade pad par pahunchati hai.","","","",""
GENERAL,CAPRICORN,Love,"Loyal Partner with Serious Commitment","Prem ke mamle me aap bahut hi samajhdar aur zimmedar partner hote hain. Aap apne partner ko suraksha aur sthirta dete hain aur unke saath lambi race ke liye sochte hain. Aapko rishte me vishwas aur samman chahiye. Lekin aapki gambhirta aur kaam me vyastata kabhi-kabhi partner ko akela mehsoos karati hai. Apne partner ke saath samay bitayein aur unki bhavnaon ko samjhein, tab rishta aur mazboot hoga.","","","",""
GENERAL,CAPRICORN,Health,"Disciplined Health Needs Bone and Joint Care","Aapki sehat ka seedha sambandh aapki dincharya aur mehnat se hai. Makar rashi haddi, ghutne aur jodon se judi hoti hai, isliye in angon me takleef ho sakti hai. Aapko calcium yukt ahar, niyamit vyayam aur acchi neend zaroori hai. Stress aur chinta aapki sehat par bura asar daal sakti hai. Meditation aur yog aapke liye ausdhi se kam nahi. Aaram karna bhi zaroori hai, sirf kaam karna nahi.","","","",""
GENERAL,CAPRICORN,Wealth,"Wealth Through Discipline and Long-Term Planning","Dhan ke mamle me aap bahut hi samajhdari se kaam lete hain. Shani ki kripa se aapko naukri, business aur property se aay hoti hai. Aapko bachat karna pasand hai aur faltu kharch nahi karte. Aapko long-term nivesh jaise FD, gold aur land me fayda hota hai. Lekin aap kabhi-kabhi zyada kanjoosi karne lagte hain. Apne parivar aur khud par bhi kharch karna zaroori hai, tab jeevan me sukh aata hai.","","","",""
GENERAL,CAPRICORN,Family,"Responsible Pillar of the Family","Parivar me aap sabse zyada zimmedar aur mehnati sadasya hote hain. Aap apne ghar walon ki har zarurat ka dhyan rakhte hain aur unhe kabhi kisi cheez ki kami nahi hone dete. Pita ke saath aapka rishta bahut gahra hota hai aur unki salah aapke liye sarvopari hoti hai. Lekin aap apne bachon aur pati/patni se bhavnatmak doori bana lete hain. Unke saath samay bitana aur unki baat sunna rishte ko mazboot karega.","","","",""
GENERAL,CAPRICORN,Spirituality,"Disciplined Seeker on the Path of Duty","Adhyatm ke mamle me aap karm aur anushasan ke raste par chalte hain. Aapko Shiv ji, Shani Dev aur Hanuman ji ki upasana pasand hai. Aapke liye dharma ka matlab kartavya aur satya hai. Aap roz puja karte hain aur samay ka palan karte hain. Aapko lambi tapasya se zyada seva aur imandari pasand hai. Aap apne kartavya ko poora karke Parmatma ko paate hain, na ki dikhave se.","","","",""
GENERAL,AQUARIUS,Personality,"Visionary Thinker with Humanitarian Heart","Aap Kumbh rashi ke jaatak hain, jisme Shani aur Rahu ka raaj hai. Aap swabhav se hi swatantra, buddhiman aur samajik hote hain. Aap har cheez ko naye drishtikon se dekhna pasand karte hain aur purani reetiyon ko nahi maante. Aapki soch bahut aage ki hoti hai aur log aapko samajh nahi paate. Aap doosron ki madad karna pasand karte hain, chahe woh aapko jaan-te na hon. Lekin aap kabhi-kabhi bhavnatmak doori bana lete hain, isliye thoda kareeb aana zaroori hai.","","","",""
GENERAL,AQUARIUS,Career,"Innovative Professional with Social Vision","Career ke kshetra me aapki nayi soch aur creativity aapki taakat hai. Shani ki kripa se IT, science, social work, astrology aur research jaise kshetron me aapko safalta milti hai. Aap team me naye vichar laate hain aur purane tarikon ko badal dete hain. Lekin aapko apne colleagues ki bhavnaon ka bhi dhyan rakhna chahiye, warna log aapko rude samajh sakte hain. Aapki mehnat aur lagan aapko samay ke saath bade pad par pahunchati hai.","","","",""
GENERAL,AQUARIUS,Love,"Free-Spirited Partner Seeking Intellectual Bond","Prem ke mamle me aapko pehle mansik rishta chahiye, tabhi dil ka rishta banta hai. Aap apne partner se ghanton baat karna pasand karte hain aur unke vicharon se pyaar karte hain. Aapko rishte me azaadi aur samman chahiye. Lekin aapki bhavnatmak doori kabhi-kabhi partner ko akela mehsoos karati hai. Apne partner ke saath samay bitayein aur unki bhavnaon ko samjhein, tab rishta aur mazboot hoga.","","","",""
GENERAL,AQUARIUS,Health,"Unique Health Needs Nervous System Care","Aapki sehat aam taur par theek rehti hai, lekin aapko nervous system aur blood circulation se judi takleefein ho sakti hain. Kumbh rashi in angon se judi hoti hai. Aapko niyamit vyayam, khub paani aur acchi neend zaroori hai. Stress aur chinta aapki sehat par bura asar daal sakti hai. Meditation aur pranayam aapke liye ausdhi se kam nahi. Zyada der tak screen dekhna aapki sehat ke liye nuksan dayak hai.","","","",""
GENERAL,AQUARIUS,Wealth,"Wealth Through Innovation and Social Network","Dhan ke mamle me aap apni soch aur networking ke bal par kamate hain. Shani ki kripa se aapko technology, social work, astrology aur consultancy se fayda hota hai. Aapko naye-naye tareeke se paisa kamane ka shauk hota hai. Aapko shares, mutual funds aur online business me fayda hota hai. Lekin aap kharch bhi tez karte hain, khas taur par gadgets aur travel par. Bachat aur niyamit nivesh aapke liye zaroori hai.","","","",""
GENERAL,AQUARIUS,Family,"Unconventional Yet Caring Family Member","Parivar me aap sabse alag aur aadhunik soch wale sadasya hote hain. Aap apne ghar walon ko naye vichar dete hain aur unhe aage badhne me madad karte hain. Maa ke saath aapka rishta dosti jaisa hota hai. Lekin aapki swatantrata ki bhavna aur bhavnatmak doori kabhi-kabhi takraar la sakti hai. Apne mann ki baat saaf-saaf kahein aur unki baat bhi sunein, tab rishta mazboot hoga.","","","",""
GENERAL,AQUARIUS,Spirituality,"Visionary Seeker of Universal Truth","Adhyatm ke mamle me aap gyaan aur samajik seva ke raste par chalte hain. Aapko Shiv ji, Shani Dev aur Sai Baba ki upasana pasand hai. Aapke liye Parmatma sabhi jeevon me hain. Aap mandir se zyada seva aur satsang me ruchi rakhte hain. Aapko lambi tapasya se zyada gyaan aur seva pasand hai. Aap doosron ki madad karke aur samaj ko behtar banakar Parmatma ko paate hain.","","","",""
GENERAL,PISCES,Personality,"Compassionate Dreamer with Spiritual Depth","Aap Meen rashi ke jaatak hain, jisme Guru aur Neptune ka raaj hai. Aap swabhav se hi dayalu, kalpanik aur bhavuk hote hain. Aap doosron ke dukh ko apna dukh maan lete hain aur unki madad ke liye hamesha taiyar rehte hain. Aapki intuition bahut tez hoti hai aur aap sapno me bahut kuch dekhte hain. Lekin aap kabhi-kabhi duniya se kat kar apni kalpana me kho jate hain, isliye thoda vyavharik hona zaroori hai.","","","",""
GENERAL,PISCES,Career,"Creative Professional with Healing Touch","Career ke kshetra me aapki kalpana aur seva bhavna aapki taakat hai. Guru ki kripa se art, music, healing, spirituality aur social work jaise kshetron me aapko safalta milti hai. Aap apne kaam me bhavnaon ko mahatva dete hain aur logon ki madad karte hain. Lekin aapko apne kaam me discipline laani chahiye, warna aap samay par kaam poora nahi kar paate. Aapki mehnat aur lagan aapko samay ke saath bade pad par pahunchati hai.","","","",""
GENERAL,PISCES,Love,"Romantic Dreamer Seeking Soul Connection","Prem ke mamle me aap bahut hi romantic aur samarpit partner hote hain. Aap apne partner ke saath ek sapne ki duniya banana chahte hain aur unhe har sukh dena chahte hain. Aapko rishte me bhavnatmak gahrai aur samarpan chahiye. Lekin aapki kalpanikta aur bhavukta kabhi-kabhi partner ko confuse kar sakti hai. Apne partner se khul kar baat karein aur unki baat bhi sunein, tab rishta sach me sundar hoga.","","","",""
GENERAL,PISCES,Health,"Sensitive Health Needs Emotional and Physical Care","Aapki sehat ka seedha sambandh aapki bhavnaon se hai. Meen rashi pair aur immunity se judi hoti hai, isliye in angon me takleef ho sakti hai. Aapko samay par khana khana, khub paani peena aur stress kam karna chahiye. Meditation aur pranayam aapke liye ausdhi se kam nahi. Zyada sochna aur chinta karna aapki sehat par bura asar daal sakta hai. Acchi neend aur santulit ahar aapke liye zaroori hai.","","","",""
GENERAL,PISCES,Wealth,"Wealth Through Creativity and Compassion","Dhan ke mamle me aap apni creativity aur seva ke bal par kamate hain. Guru ki kripa se art, music, healing, spirituality aur social work se fayda hota hai. Aapko paisa bachana nahi aata aur bhavnaon me bah kar kharch kar dete hain. Aapko long-term nivesh jaise property aur gold me fayda hota hai. Budget banana aur emergency fund rakhna aapke liye zaroori hai, warna paisa haath se nikal sakta hai.","","","",""
GENERAL,PISCES,Family,"Compassionate Heart of the Family","Parivar me aap sabse zyada dayalu aur samarpit sadasya hote hain. Aap apne ghar walon ki har zarurat ka dhyan rakhte hain aur unke dukh me hamesha saath dete hain. Maa ke saath aapka rishta bahut gahra hota hai aur unki salah aapke liye sarvopari hoti hai. Lekin aap apne bachon aur pati/patni ke mamle me zyada bhavuk ho jate hain. Thoda vyavharik hona aur unki baat sunna rishte ko mazboot karega.","","","",""
GENERAL,PISCES,Spirituality,"Mystical Seeker of Divine Union","Adhyatm ke mamle me aap prem aur samarpan ke raste par chalte hain. Aapko Krishna ji, Shiv ji aur Devi Maa ki bhakti pasand hai. Aapke liye Parmatma prem aur karuna ke roop me hain. Aap bhajan-kirtan aur meditation me kho jate hain. Aapko lambi tapasya se zyada prem aur seva pasand hai. Aap doosron ki seva karke aur unke dukh baant kar Parmatma ko paate hain. Aapki sadhana samarpan ki sadhana hai.","","","",""
