signature,category,variant,language,tone,text
SATURN_CHALLENGING,GENERAL,1,HINGLISH,CAUTIONARY,"Beta, aaj thoda satark rahein kyunki Saturn ki urja dheemi rahegi. Kaam me deri ho sakti hai isliye samay se pehle nikal jaayein aur kisi bhi baat ka jawab dene se pehle sochein. Ghar me kisi se matbhed ho sakta hai isliye shaant rahein. Aaj koi bada nirnay na lein. Din ki shuruaat dhyaan se karein aur safar me dhyan rakhein. Shaam ko halki walk karein aur raat ko jaldi sone ki koshish karein. Dhyaan rakhein, kal se din phir accha rahega."
SATURN_CHALLENGING,GENERAL,2,HINGLISH,CAUTIONARY,"Beta, aaj kuch rukaavatein aa sakti hain. Saturn ki urja se aap jaldbazi me koi galat kadam utha sakte hain isliye har kaam do baar check karein. Kisi se vaada karne se pehle soch lein aur safar me dhyan rakhein. Ghar me shaanti banaaye rakhein aur kisi purane vivaad ko na chhedain. Office me apne documents ready rakhein kyunki boss kisi purane kaam par sawaal utha sakte hain. Kharchon par niyantran rakhein aur udhaar dene se bachein. Raat ko halka bhojan karein aur samay par sone ki koshish karein."
SATURN_CHALLENGING,GENERAL,3,HINGLISH,CAUTIONARY,"Beta, aaj Saturn ki urja aapko thoda ashant kar sakti hai. Isliye kisi bhi bade nirnay ko kal par taal dein. Ghar me pariwar ke sadasya ki baat dhyaan se sunein aur kisi purane vivaad ko na chhedain. Office me kisi colleague se matbhed ho sakta hai isliye chup rehna hi behtar hai. Kharchon par niyantran rakhein aur kisi anjaan vyakti par bharosa na karein. Aaj ka tip: 10 minute shant baith kar saans par dhyaan dein aur bhagwan ka naam japein. Kal se din accha rahega, ghabrayein nahi."
SATURN_CHALLENGING,LOVE,1,HINGLISH,CAUTIONARY,"Beta, aaj partner ke saath thoda rukein aur soch samajh kar baat karein. Purane jhagde ko aaj na uthayein."
SATURN_CHALLENGING,LOVE,2,HINGLISH,CAUTIONARY,"Beta, aaj prem me santulan rakhein. Kisi teesre vyakti ki baat se galatfehmi ho sakti hai. Partner se shaant tone me baat karein."
SATURN_CHALLENGING,CAREER,1,HINGLISH,CAUTIONARY,"Beta, office me kisi colleague se matbhed ho sakta hai. Har baat soch samajh kar kahein aur documents ready rakhein."
SATURN_CHALLENGING,CAREER,2,HINGLISH,CAUTIONARY,"Beta, aaj office me thoda dhyan rakhein. Koi kaam galat ho sakta hai isliye do baar check karein. Naye kaam ke liye aaj haan na kahein."
SATURN_CHALLENGING,WELLNESS,1,HINGLISH,CAUTIONARY,"Beta, aaj mann thoda ashant rah sakta hai. Dhyaan aur pranayam se mann shant karein. Raat ko jaldi sone ki koshish karein."
SATURN_CHALLENGING,WELLNESS,2,HINGLISH,CAUTIONARY,"Beta, aaj mann me bechaini ho sakti hai. Kisi mitra se baat karke mann halka karein. Aaj koi bada nirnay na lein."
SATURN_CHALLENGING,HEALTH,1,HINGLISH,CAUTIONARY,"Beta, aaj sehat me thoda dhyan dein. Jodon me dard ho sakta hai. Vyayam me jaldbazi na karein aur pani adhik piyein."
SATURN_CHALLENGING,HEALTH,2,HINGLISH,CAUTIONARY,"Beta, aaj body me thakan aur dard ho sakta hai. Halka bhojan karein aur pani ka matra poora karein. Aaram ko mahatva dein."
SATURN_CHALLENGING,FINANCE,1,HINGLISH,CAUTIONARY,"Beta, aaj paise ke mamle me satark rahein. Kisi bhi deal par turant haan na kahein aur udhaar dene se bachein."
SATURN_CHALLENGING,FINANCE,2,HINGLISH,CAUTIONARY,"Beta, aaj aarthik mamle me thoda rukein. Jaldbazi me paisa kharch ho sakta hai. Apne kharchon ka hisaab likh kar rakhein."
MOON_FAVORABLE,GENERAL,1,HINGLISH,POSITIVE,"Beta, aaj Moon aapke liye shubh hai. Din me mann prasann aur shant rahega aur log aapki taraf aakarshit honge. Kisi naye sampaak se labh hoga aur ghar me shubh samachar mil sakta hai. Kisi purane mitra se mulaqat hogi. Aaj apne liye koi acchi cheez khareedein aur kisi ko dil se badhai dein. Pariwar ke saath samay bitane se mann ko shanti milegi. Shaam ko thodi walk karein aur raat ko acchi kitaab padhein. Sab kuch shubh hoga, dhyaan se kaam lein."
MOON_FAVORABLE,GENERAL,2,HINGLISH,POSITIVE,"Beta, Moon ki kripa se aaj aapka mann prasann rahega. Kisi purane mitra se mulaqat hogi aur ghar ka mahol accha rahega. Kala ya sangeet me ruchi badhegi aur kisi shubh kaam ki shuruaat ho sakti hai. Din aapke paksh me rahega isliye kisi acchi khabar se mann khush hoga. Naye kapde ya gehne ki kharidari ho sakti hai. Aaj ghar ko sajane me samay bitayein aur apne shauk ke liye thoda samay nikaalein. Shaam ko kisi mitra se milkar mann halka hoga aur raat ko jaldi sone ki koshish karein."
MOON_FAVORABLE,GENERAL,3,HINGLISH,POSITIVE,"Beta, aaj Moon ki urja se aapka din bahut accha rahega. Subah se hi mann me khushi ka sanchaar hoga aur har kaam me safalta milegi. Office me colleagues ke saath samvad accha rahega aur boss aapki prashansa karenge. Vyapar me naye grahak aayenge aur koi acchi deal ho sakti hai. Ghar me pariwar ke saath samay accha bitega. Aaj kisi ko dil se dhanyavaad dein aur apne liye thoda samay nikaalein. Din ke ant me aap santusht mehsoos karenge aur mann ko shanti milegi."
MOON_FAVORABLE,LOVE,1,HINGLISH,POSITIVE,"Beta, aaj prem ke liye bahut accha din hai. Partner ke saath romaance badhega. Dil ki baat kehne ka accha samay hai."
MOON_FAVORABLE,LOVE,2,HINGLISH,POSITIVE,"Beta, aaj rishte me mithaas aayegi. Partner aapki baat manenge. Saath me koi naya plan banayein."
MOON_FAVORABLE,LOVE,3,HINGLISH,POSITIVE,"Beta, aaj prem me shubh din hai. Partner aapke paas aane ki koshish karenge. Kisi purani galti ke liye maafi maang lein."
MOON_FAVORABLE,CAREER,1,HINGLISH,POSITIVE,"Beta, office me aaj accha din hai. Colleagues ke saath samvad accha rahega aur naye project me sahyog milega."
MOON_FAVORABLE,CAREER,2,HINGLISH,POSITIVE,"Beta, aaj career me shubh yog hai. Interview ya meeting me safalta milegi. Apne network ko badhayein."
MOON_FAVORABLE,CAREER,3,HINGLISH,POSITIVE,"Beta, aaj aapka ruka hua kaam poora hoga. Boss aapki salah maange. Team ke saath mil kar plan banayein."
MOON_FAVORABLE,WELLNESS,1,HINGLISH,POSITIVE,"Beta, aaj mann prasann rahega. Kisi acchi khabar se mann khush hoga. Dhyaan aur sangeet se mann shant rahega."
MOON_FAVORABLE,WELLNESS,2,HINGLISH,POSITIVE,"Beta, aaj mann me mithaas rahegi. Purani chinta door hogi. Kisi mitra se milkar mann accha hoga."
MOON_FAVORABLE,WELLNESS,3,HINGLISH,POSITIVE,"Beta, aaj mann aur tan dono accha rahega. Kisi purane rishte me mithaas aayegi. Koi acchi kitaab padhein."
MOON_FAVORABLE,HEALTH,1,HINGLISH,POSITIVE,"Beta, aaj sehat acchi rahegi. Subah walk karna labhdayak rahega. Khaane me meetha thoda kam karein."
MOON_FAVORABLE,HEALTH,2,HINGLISH,POSITIVE,"Beta, aaj sehat me sudhar rahega. Khaane me phal aur sabziyan shamil karein. Subah ki dhoop me baithna accha rahega."
MOON_FAVORABLE,HEALTH,3,HINGLISH,POSITIVE,"Beta, aaj body me urja bharpoor rahegi. Subah yoga karein. Ghee aur meetha santulit matra me lein."
MOON_FAVORABLE,FINANCE,1,HINGLISH,POSITIVE,"Beta, aaj dhan labh ke yog hain. Koi ruka hua paisa wapas aa sakta hai. Apne budget ki samiksha karein."
MOON_FAVORABLE,FINANCE,2,HINGLISH,POSITIVE,"Beta, aaj aarthik sthiti majboot rahegi. Purane loan ko chukane ka plan bana sakte hain. Bachat ke liye khata kholein."
MOON_FAVORABLE,FINANCE,3,HINGLISH,POSITIVE,"Beta, aaj paise ke mamle me shubh din hai. Koi accha avsar milega. Kisi bharosemand se salah lein."
MOON_CHALLENGING,GENERAL,1,HINGLISH,CAUTIONARY,"Beta, aaj thoda satark rahein kyunki Moon ki urja ashant rahegi. Mann me chanchalta rahegi isliye shaant rahein aur kisi baat ka galat matlab na nikalein. Ghar me kisi se matbhed ho sakta hai isliye chup rehna hi behtar hai. Vyapar me naye kaam ko thoda rukein aur kharchon par niyantran rakhein. Aaj koi bada nirnay na lein. Din ki shuruaat dhyaan se karein aur kisi purani baat ko bhool jayein. Shaam ko halki walk karein aur raat ko jaldi sone ki koshish karein. Sab theek ho jayega."
MOON_CHALLENGING,GENERAL,2,HINGLISH,CAUTIONARY,"Beta, aaj kuch chhoti badhaayein aa sakti hain. Moon ki urja se aap kisi ke liye galat bhawna rakh sakte hain isliye har baat soch samajh kar kahein. Kisi se vaada karne se pehle soch lein aur ghar me shaanti banaaye rakhein. Office me kisi colleague se matbhed ho sakta hai isliye chup rehna hi behtar hai. Kharchon me santulan rakhein aur kisi anjaan par bharosa na karein. Aaj koi badi kharidari na karein. Raat ko halka bhojan karein aur samay par sone ki koshish karein."
MOON_CHALLENGING,GENERAL,3,HINGLISH,CAUTIONARY,"Beta, aaj Moon ki urja aapko thoda ashant kar sakti hai. Isliye kisi bhi bade nirnay ko kal par taal dein. Ghar me pariwar ke sadasya ki baat dhyaan se sunein aur kisi purane vivaad ko na chhedain. Office me apne documents ready rakhein kyunki boss kisi purane kaam par sawaal utha sakte hain. Kharchon par niyantran rakhein aur udhaar dene se bachein. Aaj ka tip: 10 minute shant baith kar saans par dhyaan dein aur bhagwan ka naam japein. Kal se din accha rahega."
MOON_CHALLENGING,LOVE,1,HINGLISH,CAUTIONARY,"Beta, aaj partner ke saath thoda rukein aur soch samajh kar baat karein. Purane jhagde ko aaj na uthayein."
MOON_CHALLENGING,LOVE,2,HINGLISH,CAUTIONARY,"Beta, aaj prem me santulan rakhein. Kisi teesre vyakti ki baat se galatfehmi ho sakti hai. Partner se shaant tone me baat karein."
MOON_CHALLENGING,CAREER,1,HINGLISH,CAUTIONARY,"Beta, office me kisi colleague se matbhed ho sakta hai. Har baat soch samajh kar kahein aur documents ready rakhein."
MOON_CHALLENGING,CAREER,2,HINGLISH,CAUTIONARY,"Beta, aaj office me thoda dhyan rakhein. Koi kaam galat ho sakta hai isliye do baar check karein. Naye kaam ke liye aaj haan na kahein."
MOON_CHALLENGING,WELLNESS,1,HINGLISH,CAUTIONARY,"Beta, aaj mann thoda ashant rah sakta hai. Dhyaan aur pranayam se mann shant karein. Raat ko jaldi sone ki koshish karein."
MOON_CHALLENGING,WELLNESS,2,HINGLISH,CAUTIONARY,"Beta, aaj mann me bechaini ho sakti hai. Kisi mitra se baat karke mann halka karein. Aaj koi bada nirnay na lein."
MOON_CHALLENGING,HEALTH,1,HINGLISH,CAUTIONARY,"Beta, aaj sehat me thoda dhyan dein. Pet ki gadbad ho sakti hai. Vyayam me jaldbazi na karein aur pani adhik piyein."
MOON_CHALLENGING,HEALTH,2,HINGLISH,CAUTIONARY,"Beta, aaj body me thakan aur dard ho sakta hai. Halka bhojan karein aur pani ka matra poora karein. Aaram ko mahatva dein."
MOON_CHALLENGING,FINANCE,1,HINGLISH,CAUTIONARY,"Beta, aaj paise ke mamle me satark rahein. Kisi bhi deal par turant haan na kahein aur udhaar dene se bachein."
MOON_CHALLENGING,FINANCE,2,HINGLISH,CAUTIONARY,"Beta, aaj aarthik mamle me thoda rukein. Jaldbazi me paisa kharch ho sakta hai. Apne kharchon ka hisaab likh kar rakhein."
SUN_FAVORABLE,GENERAL,1,HINGLISH,POSITIVE,"Beta, aaj Sun aapke liye shubh hai. Din me aatmavishwas aur netritva ka mahol rahega aur log aapki baat manenge. Kisi bade vyakti se mulaqat hogi aur shubh kaam ki shuruaat ho sakti hai. Pariwar me samman badhega. Aaj kisi zarooratmand ki madad karein, isse aapko punya milega aur mann ko shanti milegi. Office me senior aapki prashansa karenge aur vyapar me naye sampaak banenge. Shaam ko pariwar ke saath samay bitayein aur raat ko bhagwan ka dhyaan karein. Sab kuch shubh hoga."
SUN_FAVORABLE,GENERAL,2,HINGLISH,POSITIVE,"Beta, Sun ki kripa se aaj aapka mann prasann rahega. Kisi purane mitra se mulaqat hogi aur ghar ka mahol accha rahega. Kisi shubh samachar se mann khush hoga aur naye kaam ki shuruaat ho sakti hai. Din aapke paksh me rahega isliye kisi ko aashirvaad zaroor dein. Office me aapki salah maangi jayegi aur team ke saath mil kar koi naya plan banayein. Aaj apne ghar me koi shubh kaam karein aur pariwar ke saath samay bitayein. Shaam ko thodi walk karein aur raat ko jaldi sone ki koshish karein."
SUN_FAVORABLE,GENERAL,3,HINGLISH,POSITIVE,"Beta, aaj Sun ki urja se aapka din bahut accha rahega. Subah se hi mann me utsaah bhara hoga aur har kaam me safalta milegi. Office me aapka parcha lagega aur boss aapki prashansa karenge. Vyapar me naye grahak aayenge aur koi acchi deal ho sakti hai. Ghar me pariwar ke saath samay accha bitega aur kisi purane vivad ka ant hoga. Aaj kisi garib ki madad karein aur apne guru ka aashirvaad lein. Din ke ant me aap santusht mehsoos karenge aur mann ko shanti milegi."
SUN_FAVORABLE,LOVE,1,HINGLISH,POSITIVE,"Beta, aaj prem ke liye bahut accha din hai. Partner ke saath samvad accha rahega. Dil ki baat kehne ka accha samay hai."
SUN_FAVORABLE,LOVE,2,HINGLISH,POSITIVE,"Beta, aaj rishte me mithaas aayegi. Partner aapki baat manenge. Saath me koi naya plan banayein."
SUN_FAVORABLE,LOVE,3,HINGLISH,POSITIVE,"Beta, aaj prem me shubh din hai. Partner aapke paas aane ki koshish karenge. Kisi purani galti ke liye maafi maang lein."
SUN_FAVORABLE,CAREER,1,HINGLISH,POSITIVE,"Beta, office me aaj accha din hai. Colleagues ke saath samvad accha rahega aur naye project me sahyog milega."
SUN_FAVORABLE,CAREER,2,HINGLISH,POSITIVE,"Beta, aaj career me shubh yog hai. Interview ya meeting me safalta milegi. Apne network ko badhayein."
SUN_FAVORABLE,CAREER,3,HINGLISH,POSITIVE,"Beta, aaj aapka ruka hua kaam poora hoga. Boss aapki salah maange. Team ke saath mil kar plan banayein."
SUN_FAVORABLE,WELLNESS,1,HINGLISH,POSITIVE,"Beta, aaj mann prasann rahega. Kisi acchi khabar se mann khush hoga. Dhyaan aur sangeet se mann shant rahega."
SUN_FAVORABLE,WELLNESS,2,HINGLISH,POSITIVE,"Beta, aaj mann me mithaas rahegi. Purani chinta door hogi. Kisi mitra se milkar mann accha hoga."
SUN_FAVORABLE,WELLNESS,3,HINGLISH,POSITIVE,"Beta, aaj mann aur tan dono accha rahega. Kisi purane rishte me mithaas aayegi. Koi acchi kitaab padhein."
SUN_FAVORABLE,HEALTH,1,HINGLISH,POSITIVE,"Beta, aaj sehat acchi rahegi. Subah walk karna labhdayak rahega. Khaane me meetha thoda kam karein."
SUN_FAVORABLE,HEALTH,2,HINGLISH,POSITIVE,"Beta, aaj sehat me sudhar rahega. Khaane me phal aur sabziyan shamil karein. Subah ki dhoop me baithna accha rahega."
SUN_FAVORABLE,HEALTH,3,HINGLISH,POSITIVE,"Beta, aaj body me urja bharpoor rahegi. Subah yoga karein. Ghee aur meetha santulit matra me lein."
SUN_FAVORABLE,FINANCE,1,HINGLISH,POSITIVE,"Beta, aaj dhan labh ke yog hain. Koi ruka hua paisa wapas aa sakta hai. Apne budget ki samiksha karein."
SUN_FAVORABLE,FINANCE,2,HINGLISH,POSITIVE,"Beta, aaj aarthik sthiti majboot rahegi. Purane loan ko chukane ka plan bana sakte hain. Bachat ke liye khata kholein."
SUN_FAVORABLE,FINANCE,3,HINGLISH,POSITIVE,"Beta, aaj paise ke mamle me shubh din hai. Koi accha avsar milega. Kisi bharosemand se salah lein."
SUN_CHALLENGING,GENERAL,1,HINGLISH,CAUTIONARY,"Beta, aaj thoda satark rahein kyunki Sun ki urja tez rahegi. Gussa aur ahankar se bachein aur kisi bhi baat ka jawab dene se pehle sochein. Ghar me kisi se matbhed ho sakta hai isliye shaant rahein. Aaj koi bada nirnay na lein. Din ki shuruaat dhyaan se karein aur safar me dhyan rakhein. Shaam ko halki walk karein aur raat ko jaldi sone ki koshish karein. Dhyaan rakhein, kal se din phir accha rahega, ghabrayein nahi."
SUN_CHALLENGING,GENERAL,2,HINGLISH,CAUTIONARY,"Beta, aaj kuch chhoti badhaayein aa sakti hain. Sun ki urja se aap jaldbazi me koi galat kadam utha sakte hain isliye har kaam do baar check karein. Kisi se vaada karne se pehle soch lein aur safar me dhyan rakhein. Ghar me shaanti banaaye rakhein aur kisi purane vivaad ko na chhedain. Office me apne documents ready rakhein kyunki boss kisi purane kaam par sawaal utha sakte hain. Kharchon par niyantran rakhein aur udhaar dene se bachein. Raat ko halka bhojan karein aur samay par sone ki koshish karein."
SUN_CHALLENGING,GENERAL,3,HINGLISH,CAUTIONARY,"Beta, aaj Sun ki urja aapko thoda ashant kar sakti hai. Isliye kisi bhi bade nirnay ko kal par taal dein. Ghar me pariwar ke sadasya ki baat dhyaan se sunein aur kisi purane vivaad ko na chhedain. Office me kisi colleague se matbhed ho sakta hai isliye chup rehna hi behtar hai. Kharchon par niyantran rakhein aur kisi anjaan vyakti par bharosa na karein. Aaj ka tip: 10 minute shant baith kar saans par dhyaan dein aur bhagwan ka naam japein. Kal se din accha rahega."
SUN_CHALLENGING,LOVE,1,HINGLISH,CAUTIONARY,"Beta, aaj partner ke saath thoda rukein aur soch samajh kar baat karein. Purane jhagde ko aaj na uthayein."
SUN_CHALLENGING,LOVE,2,HINGLISH,CAUTIONARY,"Beta, aaj prem me santulan rakhein. Kisi teesre vyakti ki baat se galatfehmi ho sakti hai. Partner se shaant tone me baat karein."
SUN_CHALLENGING,CAREER,1,HINGLISH,CAUTIONARY,"Beta, office me kisi colleague se matbhed ho sakta hai. Har baat soch samajh kar kahein aur documents ready rakhein."
SUN_CHALLENGING,CAREER,2,HINGLISH,CAUTIONARY,"Beta, aaj office me thoda dhyan rakhein. Koi kaam galat ho sakta hai isliye do baar check karein. Naye kaam ke liye aaj haan na kahein."
SUN_CHALLENGING,WELLNESS,1,HINGLISH,CAUTIONARY,"Beta, aaj mann thoda ashant rah sakta hai. Dhyaan aur pranayam se mann shant karein. Raat ko jaldi sone ki koshish karein."
SUN_CHALLENGING,WELLNESS,2,HINGLISH,CAUTIONARY,"Beta, aaj mann me bechaini ho sakti hai. Kisi mitra se baat karke mann halka karein. Aaj koi bada nirnay na lein."
SUN_CHALLENGING,HEALTH,1,HINGLISH,CAUTIONARY,"Beta, aaj sehat me thoda dhyan dein. Aankhon me jalan ho sakti hai. Vyayam me jaldbazi na karein aur pani adhik piyein."
SUN_CHALLENGING,HEALTH,2,HINGLISH,CAUTIONARY,"Beta, aaj body me thakan aur dard ho sakta hai. Halka bhojan karein aur pani ka matra poora karein. Aaram ko mahatva dein."
SUN_CHALLENGING,FINANCE,1,HINGLISH,CAUTIONARY,"Beta, aaj paise ke mamle me satark rahein. Kisi bhi deal par turant haan na kahein aur udhaar dene se bachein."
SUN_CHALLENGING,FINANCE,2,HINGLISH,CAUTIONARY,"Beta, aaj aarthik mamle me thoda rukein. Jaldbazi me paisa kharch ho sakta hai. Apne kharchon ka hisaab likh kar rakhein."
MERCURY_FAVORABLE,GENERAL,1,HINGLISH,POSITIVE,"Beta, aaj Mercury aapke liye shubh hai. Din me buddhi aur samvad ka mahol rahega aur log aapki baat manenge. Kisi naye sampaak se labh hoga aur ghar me shubh samachar mil sakta hai. Kisi purane mitra se mulaqat hogi. Aaj apne vichaar likh kar rakhein aur kisi ko dil se badhai dein. Office me aapki salah maangi jayegi aur vyapar me naye grahak aayenge. Shaam ko kisi mitra se milkar mann halka hoga aur raat ko acchi kitaab padhein. Sab kuch shubh hoga."
MERCURY_FAVORABLE,GENERAL,2,HINGLISH,POSITIVE,"Beta, Mercury ki kripa se aaj aapka mann prasann rahega. Kisi purane mitra se mulaqat hogi aur ghar ka mahol accha rahega. Kala ya lekhan me ruchi badhegi aur kisi shubh kaam ki shuruaat ho sakti hai. Din aapke paksh me rahega isliye kisi acchi khabar se mann khush hoga. Naye kapde ya kitabon ki kharidari ho sakti hai. Aaj ghar ko sajane me samay bitayein aur apne shauk ke liye thoda samay nikaalein. Shaam ko thodi walk karein aur raat ko jaldi sone ki koshish karein."
MERCURY_FAVORABLE,GENERAL,3,HINGLISH,POSITIVE,"Beta, aaj Mercury ki urja se aapka din bahut accha rahega. Subah se hi mann me khushi ka sanchaar hoga aur har kaam me safalta milegi. Office me colleagues ke saath samvad accha rahega aur boss aapki prashansa karenge. Vyapar me naye grahak aayenge aur koi acchi deal ho sakti hai. Ghar me pariwar ke saath samay accha bitega. Aaj kisi ko dil se dhanyavaad dein aur apne kaam ka record likh kar rakhein. Din ke ant me aap santusht mehsoos karenge."
MERCURY_FAVORABLE,LOVE,1,HINGLISH,POSITIVE,"Beta, aaj prem ke liye bahut accha din hai. Partner ke saath samvad accha rahega. Dil ki baat kehne ka accha samay hai."
MERCURY_FAVORABLE,LOVE,2,HINGLISH,POSITIVE,"Beta, aaj rishte me mithaas aayegi. Partner aapki baat manenge. Saath me koi naya plan banayein."
MERCURY_FAVORABLE,LOVE,3,HINGLISH,POSITIVE,"Beta, aaj prem me shubh din hai. Partner aapke paas aane ki koshish karenge. Kisi purani galti ke liye maafi maang lein."
MERCURY_FAVORABLE,CAREER,1,HINGLISH,POSITIVE,"Beta, office me aaj accha din hai. Colleagues ke saath samvad accha rahega aur naye project me sahyog milega."
MERCURY_FAVORABLE,CAREER,2,HINGLISH,POSITIVE,"Beta, aaj career me shubh yog hai. Interview ya meeting me safalta milegi. Apne network ko badhayein."
MERCURY_FAVORABLE,CAREER,3,HINGLISH,POSITIVE,"Beta, aaj aapka ruka hua kaam poora hoga. Boss aapki salah maange. Team ke saath mil kar plan banayein."
MERCURY_FAVORABLE,WELLNESS,1,HINGLISH,POSITIVE,"Beta, aaj mann prasann rahega. Kisi acchi khabar se mann khush hoga. Dhyaan aur sangeet se mann shant rahega."
MERCURY_FAVORABLE,WELLNESS,2,HINGLISH,POSITIVE,"Beta, aaj mann me mithaas rahegi. Purani chinta door hogi. Kisi mitra se milkar mann accha hoga."
MERCURY_FAVORABLE,WELLNESS,3,HINGLISH,POSITIVE,"Beta, aaj mann aur tan dono accha rahega. Kisi purane rishte me mithaas aayegi. Koi acchi kitaab padhein."
MERCURY_FAVORABLE,HEALTH,1,HINGLISH,POSITIVE,"Beta, aaj sehat acchi rahegi. Subah walk karna labhdayak rahega. Khaane me meetha thoda kam karein."
MERCURY_FAVORABLE,HEALTH,2,HINGLISH,POSITIVE,"Beta, aaj sehat me sudhar rahega. Khaane me phal aur sabziyan shamil karein. Subah ki dhoop me baithna accha rahega."
MERCURY_FAVORABLE,HEALTH,3,HINGLISH,POSITIVE,"Beta, aaj body me urja bharpoor rahegi. Subah yoga karein. Ghee aur meetha santulit matra me lein."
MERCURY_FAVORABLE,FINANCE,1,HINGLISH,POSITIVE,"Beta, aaj dhan labh ke yog hain. Koi ruka hua paisa wapas aa sakta hai. Apne budget ki samiksha karein."
MERCURY_FAVORABLE,FINANCE,2,HINGLISH,POSITIVE,"Beta, aaj aarthik sthiti majboot rahegi. Purane loan ko chukane ka plan bana sakte hain. Bachat ke liye khata kholein."
MERCURY_FAVORABLE,FINANCE,3,HINGLISH,POSITIVE,"Beta, aaj paise ke mamle me shubh din hai. Koi accha avsar milega. Kisi bharosemand se salah lein."
MERCURY_CHALLENGING,GENERAL,1,HINGLISH,CAUTIONARY,"Beta, aaj thoda satark rahein kyunki Mercury ki urja ashant rahegi. Samvad me gadbad ho sakti hai isliye shaant rahein aur kisi baat ka galat matlab na nikalein. Ghar me kisi se matbhed ho sakta hai isliye chup rehna hi behtar hai. Aaj koi bada nirnay na lein. Din ki shuruaat dhyaan se karein aur safar me dhyan rakhein. Shaam ko halki walk karein aur raat ko jaldi sone ki koshish karein. Dhyaan rakhein, kal se din phir accha rahega."
MERCURY_CHALLENGING,GENERAL,2,HINGLISH,CAUTIONARY,"Beta, aaj kuch chhoti badhaayein aa sakti hain. Mercury ki urja se aap kisi ke liye galat bhawna rakh sakte hain isliye har baat soch samajh kar kahein. Kisi se vaada karne se pehle soch lein aur ghar me shaanti banaaye rakhein. Office me kisi colleague se matbhed ho sakta hai isliye chup rehna hi behtar hai. Kharchon me santulan rakhein aur kisi anjaan par bharosa na karein. Aaj koi badi kharidari na karein. Raat ko halka bhojan karein aur samay par sone ki koshish karein."
MERCURY_CHALLENGING,GENERAL,3,HINGLISH,CAUTIONARY,"Beta, aaj Mercury ki urja aapko thoda ashant kar sakti hai. Isliye kisi bhi bade nirnay ko kal par taal dein. Ghar me pariwar ke sadasya ki baat dhyaan se sunein aur kisi purane vivaad ko na chhedain. Office me apne documents ready rakhein kyunki boss kisi purane kaam par sawaal utha sakte hain. Kharchon par niyantran rakhein aur udhaar dene se bachein. Aaj ka tip: 10 minute shant baith kar saans par dhyaan dein aur bhagwan ka naam japein. Kal se din accha rahega."
MERCURY_CHALLENGING,LOVE,1,HINGLISH,CAUTIONARY,"Beta, aaj partner ke saath thoda rukein aur soch samajh kar baat karein. Purane jhagde ko aaj na uthayein."
MERCURY_CHALLENGING,LOVE,2,HINGLISH,CAUTIONARY,"Beta, aaj prem me santulan rakhein. Kisi teesre vyakti ki baat se galatfehmi ho sakti hai. Partner se shaant tone me baat karein."
MERCURY_CHALLENGING,CAREER,1,HINGLISH,CAUTIONARY,"Beta, office me kisi colleague se matbhed ho sakta hai. Har baat soch samajh kar kahein aur documents ready rakhein."
MERCURY_CHALLENGING,CAREER,2,HINGLISH,CAUTIONARY,"Beta, aaj office me thoda dhyan rakhein. Koi kaam galat ho sakta hai isliye do baar check karein. Naye kaam ke liye aaj haan na kahein."
MERCURY_CHALLENGING,WELLNESS,1,HINGLISH,CAUTIONARY,"Beta, aaj mann thoda ashant rah sakta hai. Dhyaan aur pranayam se mann shant karein. Raat ko jaldi sone ki koshish karein."
MERCURY_CHALLENGING,WELLNESS,2,HINGLISH,CAUTIONARY,"Beta, aaj mann me bechaini ho sakti hai. Kisi mitra se baat karke mann halka karein. Aaj koi bada nirnay na lein."
MERCURY_CHALLENGING,HEALTH,1,HINGLISH,CAUTIONARY,"Beta, aaj sehat me thoda dhyan dein. Gale me dard ho sakta hai. Vyayam me jaldbazi na karein aur pani adhik piyein."
MERCURY_CHALLENGING,HEALTH,2,HINGLISH,CAUTIONARY,"Beta, aaj body me thakan aur dard ho sakta hai. Halka bhojan karein aur pani ka matra poora karein. Aaram ko mahatva dein."
MERCURY_CHALLENGING,FINANCE,1,HINGLISH,CAUTIONARY,"Beta, aaj paise ke mamle me satark rahein. Kisi bhi deal par turant haan na kahein aur udhaar dene se bachein."
MERCURY_CHALLENGING,FINANCE,2,HINGLISH,CAUTIONARY,"Beta, aaj aarthik mamle me thoda rukein. Jaldbazi me paisa kharch ho sakta hai. Apne kharchon ka hisaab likh kar rakhein."
RAHU_CHALLENGING,GENERAL,1,HINGLISH,CAUTIONARY,"Beta, aaj thoda satark rahein kyunki Rahu ki urja bhram paida kar sakti hai. Kisi bhi baat par turant vishwas na karein aur ghar me kisi se matbhed ho sakta hai isliye shaant rahein. Vyapar me naye kaam ko thoda rukein aur kharchon par niyantran rakhein. Aaj koi bada nirnay na lein. Din ki shuruaat dhyaan se karein aur safar me dhyan rakhein. Shaam ko halki walk karein aur raat ko jaldi sone ki koshish karein. Dhyaan rakhein, sab theek ho jayega."
