zodiac,period,variant,text
Virgo,TODAY,1,"Aaj Virgo ke liye buddhi aur vyavharikta ka din hai. Budh ki kripa se aapki sochne-samajhne ki kshamta tez hogi. Career me koi purana kaam pura hoga jisse izzat badhegi. Paisa aayega, khas taur par kisi mahila sadasya se sahyog milega. Rishton me madhurta rahegi, lekin kisi ki baat dil par na lein. Sehat achhi rahegi, bas zyada thanda ya meetha na khayein. Shaam ko kisi priya jan se baat karke mann khush hoga."
Virgo,TODAY,2,"Aaj aapka din santulan ka rahega. Subah thodi aalas ke karan kaam me deri ho sakti hai, lekin dopahar tak gati tez hogi. Office me aapki raay ko mahatva milega. Paison ka len-den thik rahega, par udhaar dene se bachein. Parivar me maa ke swasthya par dhyan dein. Kisi purane mitra ka phone aayega jo purani yaadein taaza karega. Sehat ke liye halka vyayam aur paani adhik peeyein. Raat ko acchi neend aayegi."
Virgo,YESTERDAY,1,"Kal aapka din thoda bhaari raha. Shuruaat me kisi kaam me rukavat aayi jisse mann udaas hua. Career me senior ki daant sunni padi ya koi galti pakdi gayi. Paisa kharch hua jo anavashyak tha. Ghar me kisi chhoti baat par narazgi ho sakti thi. Lekin shaam ko kisi apne ke saath baithkar mann halka hua. Sehat me thakan aur jodon me halka dard mehsoos hua. Aaj se sabak lein aur savdhani rakhein."
Virgo,YESTERDAY,2,"Beeta kal madhyaam raha. Kuch kaam samay par poore nahi ho paye. Vyapar me thoda nuksan ya grahak ki shikayat ka samna karna pada. Parivar me kisi sadasya se matbhed hua, lekin raat tak sulah ho gayi. Kharcha zyada hua, khas taur par khaane-peene par. Sehat ki drishti se pet me halki gadbad aur sustee rahi. Lekin kisi purane dost ka sandesh mila jisse mann ko thodi rahat mili. Din ke ant me aatm-chintan ka samay mila."
Virgo,TOMORROW,1,"Kal Virgo ke liye buddhi aur safalta ka din rahega. Budh ki sthiti aapki vaani me madhurta laayegi aur log aapki baat sunenge. Career me koi naya mauka milega, khas taur par media ya writing se juda. Paisa aayega aur koi purana lend wapas milega. Ghar me koi shubh samachar sunne ko milega. Rishton me nayi mithaas aayegi aur kisi khaas insaan se mulaqat hogi. Sehat achhi rahegi, bas thanda na khayein. Kisi naye gadget ki kharidari ho sakti hai."
Virgo,TOMORROW,2,"Aane wala kal aapke liye bahut shubh hai. Kisi purane vivaad ka ant hoga aur mann ko shanti milegi. Office me aapki mehnat ki sarahna hogi. Paison ki sthiti majboot rahegi, koi purana karz chukane ka mauka milega. Parivar me kisi mangal kaam ki charcha hogi. Doston ke saath samay bitane ka mauka milega. Sehat ke liye subah walk zaroor karein. Raat ko halka khana khayein. Kismat aapka saath degi aur mann prasann rahega."
Virgo,WEEKLY,1,"Is hafte Virgo ke liye buddhi, samvad aur safalta ka yog hai. Shuruaat me thodi bhaag-daud rahegi, lekin mid-week tak sab control me aa jayega. Career me naye project ki zimmedari milegi jo aapki kshamta ko ujagar karegi. Paisa aayega par kharch bhi badhega, isliye faltu shopping se bachein. Rishton me vishwas badhega aur kisi purane mitra se mulakat hogi. Sehat me halki sardi ya khansi ho sakti hai. Weekend par parivar ke saath samay bitana shubh rahega."
Virgo,WEEKLY,2,"Is saptah aapko apne lakshya par dhyan dena hoga. Sitaron ki chaal keh rahi hai ki jaldbazi nuksan degi. Career me kisi colleague ki salah se bada fayda hoga. Paison ke mamle me savdhani rakhein, kisi anjaan par bharosa na karein. Ghar me maa ya patni ki sehat par dhyan dein. Rishton me samay ke saath sudhar hoga. Kisi shubh karyakram me shirkat karne ka mauka milega. Hafte ke ant me koi achhi khabar sunne ko milegi jo aapka utsah badha degi."
Virgo,MONTHLY,1,"Is mahine Virgo ke liye buddhi, samvad aur naye avsar ke dwar khulenge. Budh ki sthiti aapko aage badhne ki himmat degi. Career me promotion ya salary badhne ke yog hain, lekin kisi se jalne ki bajay apni mehnat par bharosa karein. Paison ki sthiti sudhregi, purana karz chukane ka mauka milega. Prem jeevan me nayi urja aayegi aur kisi khaas insaan se rishta gahra ho sakta hai. Sehat ke liye niyamit dincharya apnayein. Mahine ke ant me koi mangal karya sambhav hai."
Virgo,MONTHLY,2,"Yeh mahina aapke liye aatmvikas ka samay hai. Shuruaat ke kuch din thodi uljhan me guzrenge, lekin 10 tareekh ke baad grah sthiti sudhregi. Karya kshetra me aapki raay ko mahatva milega. Vyapar karne walon ko naya sauda mil sakta hai. Paisa aa raha hai par kharcha bhi hai, isliye bachat par dhyan dein. Parivar me kisi shubh samachar ki pratiksha hai. Sehat me pet aur neend se jude mudde ho sakte hain. Kisi teerth sthan ki yatra ka yog bhi ban sakta hai."
Virgo,YEARLY,1,"Is varsh Virgo ke liye buddhi, samvad aur unnati ka rahega. Shuru ke chhah mahine me Guru aur Budh ka prabhav aapko mehnat karne ki prerana dega. Career me bada badlav sambhav hai—naukri badal sakti hai ya naya vyapar shuru ho sakta hai. Paison ki sthiti majboot hogi, khas taur par madhya varsh me. Vivah yog bhi ban sakta hai. Sehat ke liye sharirik vyayam aur santulit ahar zaroori hai. Varsh ke ant me koi samman ya puraskar milne ke yog hain."
Virgo,YEARLY,2,"Yeh saal aapke liye shubh aur safalta se bhara rahega. Rahu-Ketu ki sthiti aapko naye sthan aur logon se milayegi. Karya me videsh ya doosre sheher se judne ka mauka milega. Paisa aayega par kisi bade nivesh se pehle soch-vichar karein. Parivar me kisi mangal karya ki taiyari ho sakti hai. Prem sambandh me vishwas aur bhi gahra hoga. Sehat me thodi sustee aa sakti hai, isliye subah jaldi uthne ki aadat banayein. Varsh ke ant me koi purana sapna poora hoga."
Libra,TODAY,1,"Aaj Libra ke liye santulan aur saundarya ka din hai. Shukra ki kripa se mann prasann rahega aur log aapki taraf khinche aayenge. Career me koi purana kaam pura hoga jisse izzat badhegi. Paisa aayega, khas taur par kisi mahila sadasya se sahyog milega. Rishton me madhurta rahegi, lekin kisi ki baat dil par na lein. Sehat achhi rahegi, bas zyada thanda ya meetha na khayein. Shaam ko kisi priya jan se baat karke mann khush hoga."
Libra,TODAY,2,"Aaj aapka din santulan ka rahega. Subah thodi aalas ke karan kaam me deri ho sakti hai, lekin dopahar tak gati tez hogi. Office me aapki raay ko mahatva milega. Paison ka len-den thik rahega, par udhaar dene se bachein. Parivar me maa ke swasthya par dhyan dein. Kisi purane mitra ka phone aayega jo purani yaadein taaza karega. Sehat ke liye halka vyayam aur paani adhik peeyein. Raat ko acchi neend aayegi."
Libra,YESTERDAY,1,"Kal aapka din thoda bhaari raha. Shuruaat me kisi kaam me rukavat aayi jisse mann udaas hua. Career me senior ki daant sunni padi ya koi galti pakdi gayi. Paisa kharch hua jo anavashyak tha. Ghar me kisi chhoti baat par narazgi ho sakti thi. Lekin shaam ko kisi apne ke saath baithkar mann halka hua. Sehat me thakan aur jodon me halka dard mehsoos hua. Aaj se sabak lein aur savdhani rakhein."
Libra,YESTERDAY,2,"Beeta kal madhyaam raha. Kuch kaam samay par poore nahi ho paye. Vyapar me thoda nuksan ya grahak ki shikayat ka samna karna pada. Parivar me kisi sadasya se matbhed hua, lekin raat tak sulah ho gayi. Kharcha zyada hua, khas taur par khaane-peene par. Sehat ki drishti se pet me halki gadbad aur sustee rahi. Lekin kisi purane dost ka sandesh mila jisse mann ko thodi rahat mili. Din ke ant me aatm-chintan ka samay mila."
Libra,TOMORROW,1,"Kal Libra ke liye sukh aur samriddhi ka din rahega. Shukra ki sthiti aapko aakarshak banayegi aur log aapki taraf khinche aayenge. Career me koi naya offer ya mauka mil sakta hai. Paisa aayega aur koi purana lend wapas milega. Ghar me koi shubh samachar sunne ko milega. Rishton me nayi mithaas aayegi aur kisi khaas insaan se mulaqat hogi. Sehat achhi rahegi, bas thanda na khayein. Kisi sundar vastu ki kharidari ho sakti hai."
Libra,TOMORROW,2,"Aane wala kal aapke liye bahut shubh hai. Kisi purane vivaad ka ant hoga aur mann ko shanti milegi. Office me aapki mehnat ki sarahna hogi. Paison ki sthiti majboot rahegi, koi purana karz chukane ka mauka milega. Parivar me kisi mangal kaam ki charcha hogi. Doston ke saath samay bitane ka mauka milega. Sehat ke liye subah walk zaroor karein. Raat ko halka khana khayein. Kismat aapka saath degi aur mann prasann rahega."
Libra,WEEKLY,1,"Is hafte Libra ke liye sukh, saundarya aur sthirta ka yog hai. Shuruaat me thodi sustee rahegi, lekin mid-week tak aap poori tarah active ho jayenge. Career me koi purana project pura hoga jisse izzat badhegi. Paisa aayega, par ghar ke kharchon par dhyan dena hoga. Rishton me vishwas badhega aur kisi purane mitra se mulakat hogi. Sehat me halki sardi ya gale ki takleef ho sakti hai. Weekend par parivar ke saath samay bitana shubh rahega. Kisi shubh karya ki taiyari ho sakti hai."
Libra,WEEKLY,2,"Is saptah aapko apne swasthya par vishesh dhyan dena hoga. Sitaron ki chaal keh rahi hai ki aalas nuksan degi. Career me kisi colleague ki salah se bada fayda hoga. Paison ke mamle me savdhani rakhein, kisi anjaan par bharosa na karein. Ghar me maa ya patni ki sehat par dhyan dein. Rishton me samay ke saath sudhar hoga. Kisi shubh karyakram me shirkat karne ka mauka milega. Hafte ke ant me koi achhi khabar sunne ko milegi jo aapka utsah badha degi."
Libra,MONTHLY,1,"Is mahine Libra ke liye sukh, saundarya aur samriddhi ka yog hai. Shukra ki kripa se mann prasann rahega aur ghar ka mahaul shant rahega. Career me koi purana kaam pura hoga jisse izzat badhegi. Paison ki sthiti sudhregi, purana karz chukane ka mauka milega. Prem jeevan me nayi urja aayegi aur kisi khaas insaan se rishta gahra ho sakta hai. Sehat ke liye niyamit dincharya apnayein. Mahine ke ant me koi mangal karya sambhav hai."
Libra,MONTHLY,2,"Yeh mahina aapke liye aatmvikas ka samay hai. Shuruaat ke kuch din thodi uljhan me guzrenge, lekin 10 tareekh ke baad grah sthiti sudhregi. Karya kshetra me aapki raay ko mahatva milega. Vyapar karne walon ko naya sauda mil sakta hai. Paisa aa raha hai par kharcha bhi hai, isliye bachat par dhyan dein. Parivar me kisi shubh samachar ki pratiksha hai. Sehat me pet aur neend se jude mudde ho sakte hain. Kisi teerth sthan ki yatra ka yog bhi ban sakta hai."
Libra,YEARLY,1,"Is varsh Libra ke liye sukh, saundarya aur unnati ka rahega. Shuru ke chhah mahine me Guru aur Shukra ka prabhav aapko aage badhne ki prerana dega. Career me bada badlav sambhav hai—naukri badal sakti hai ya naya vyapar shuru ho sakta hai. Paison ki sthiti majboot hogi, khas taur par madhya varsh me. Vivah yog bhi ban sakta hai. Sehat ke liye sharirik vyayam aur santulit ahar zaroori hai. Varsh ke ant me koi samman ya puraskar milne ke yog hain."
Libra,YEARLY,2,"Yeh saal aapke liye shubh aur safalta se bhara rahega. Rahu-Ketu ki sthiti aapko naye sthan aur logon se milayegi. Karya me videsh ya doosre sheher se judne ka mauka milega. Paisa aayega par kisi bade nivesh se pehle soch-vichar karein. Parivar me kisi mangal karya ki taiyari ho sakti hai. Prem sambandh me vishwas aur bhi gahra hoga. Sehat me thodi sustee aa sakti hai, isliye subah jaldi uthne ki aadat banayein. Varsh ke ant me koi purana sapna poora hoga."
Scorpio,TODAY,1,"Aaj Scorpio ke liye rahasya aur gahrai ka din hai. Mangal ki kripa se aapka aatmvishwas badhega aur log aapki taraf dekhenge. Career me koi naya mauka milega, khas taur par research ya jaanch se juda. Paisa aayega par kharcha bhi badhega, isliye budget banana samajhdari hogi. Rishton me chhoti baat ko bada na banayein. Sehat ke liye subah ka thoda vyayam aur paani adhik peena faydemand rahega. Shaam ko kisi khaas insaan se mulaqat hogi jo aapka din bana degi."
Scorpio,TODAY,2,"Aaj aapka din utsah aur urja se bhara rahega. Mangal aapko nayi himmat denge jisse aap har mushkil ka samna kar sakenge. Office me aapki mehnat ki tareef hogi, par doosron ki salah ko nazarandaz na karein. Parivar me kisi bade sadasya ka aashirwad milega jo mansik shanti dega. Achanak koi purana mitra mil sakta hai. Khane-peene me santulan rakhein. Raat ko jaldi sona aapke liye best rahega."
Scorpio,YESTERDAY,1,"Beeta hua kal aapke liye thoda utar-chadhav wala raha. Subah ke waqt thodi jhunjhahat mehsoos hui, lekin dopahar tak sthiti sudhar gayi. Kisi kaam me deri hui jisse mann ashant raha. Ghar me kisi chhoti baat par bahas ho sakti thi. Paisa related koi purana mamla sar pe aaya. Lekin shaam ko kisi apne se baat karke mann halka hua. Sehat me thakan zyada thi, isliye aaram karna zaroori tha."
Scorpio,YESTERDAY,2,"Kal aapka din madhyaam raha. Kuch kaam samay par poore nahi ho paye jisse thodi nirasha hui. Career me kisi colleague se matbhed ki sthiti bani, lekin baat samajhne ke baad sab theek ho gaya. Parivar ka sahyog mila aur maa ke haath ka khana khane ka mauka mila. Kharcha thoda zyada ho gaya tha. Sehat ki drishti se halki thakan aur neend ki kami rahi. Din ke ant me kisi shubh samachar ne mann ko prasann kar diya."
Scorpio,TOMORROW,1,"Aane wala kal aapke liye shubh sanket lekar aa raha hai. Mangal ki kripa se aatmvishwas badhega aur koi naya kaam shuru karne ka mauka milega. Career me senior ka sahyog milega, isliye jaldbazi na karein. Vyapar me naya grahak judega jisse aamdani badhegi. Ghar me kisi mangal kaam ki taiyari ho sakti hai. Rishton me madhurta banegi. Sehat achhi rahegi, bas subah ka nashta skip na karein."
Scorpio,TOMORROW,2,"Kal ka din aapke liye bahut hi faldayak rahega. Kisi purane vivaad ka ant hoga aur mann ko shanti milegi. Office me aapki ek nayi yojana ko sarahna milegi. Paisa aane ke yog hain, khas taur par kisi purane lend se. Doston ke saath samay bitane ka mauka milega. Parivar me kisi shubh avsar ki charcha hogi. Sehat ke liye subah walk aur pranayam karein. Raat ko halka khana khayein. Kismat aapka saath degi."
Scorpio,WEEKLY,1,"Is hafte Scorpio ke liye rahasya, gahrai aur safalta ka sangam rahega. Shuruaat me thodi bhaag-daud rahegi, lekin mid-week tak sab kuch control me aa jayega. Career me naye project ki zimmedari milegi jo aapki kshamta ko ujagar karegi. Paisa aayega par kharch bhi badhega, isliye faltu shopping se bachein. Rishton me vishwas badhega aur kisi purane mitra se mulakat hogi. Sehat me halki sardi ya khansi ho sakti hai. Weekend par parivar ke saath samay bitana shubh rahega."
Scorpio,WEEKLY,2,"Is saptah aapko apne lakshya par dhyan dena hoga. Sitaron ki chaal keh rahi hai ki jaldbazi nuksan degi. Career me kisi colleague ki salah se bada fayda hoga. Paison ke mamle me savdhani rakhein, kisi anjaan par bharosa na karein. Ghar me maa ya patni ki sehat par dhyan dein. Rishton me samay ke saath sudhar hoga. Kisi shubh karyakram me shirkat karne ka mauka milega. Hafte ke ant me koi achhi khabar sunne ko milegi jo aapka utsah badha degi."
Scorpio,MONTHLY,1,"Is mahine Scorpio ke liye rahasya, gahrai aur naye avsar ke dwar khulenge. Mangal ki sthiti aapko aage badhne ki himmat degi. Career me promotion ya salary badhne ke yog hain, lekin kisi se jalne ki bajay apni mehnat par bharosa karein. Paison ki sthiti sudhregi, purana karz chukane ka mauka milega. Prem jeevan me nayi urja aayegi aur kisi khaas insaan se rishta gahra ho sakta hai. Sehat ke liye niyamit dincharya apnayein. Mahine ke ant me koi mangal karya sambhav hai."
Scorpio,MONTHLY,2,"Yeh mahina aapke liye aatmvikas ka samay hai. Shuruaat ke kuch din thodi uljhan me guzrenge, lekin 10 tareekh ke baad grah sthiti sudhregi. Karya kshetra me aapki raay ko mahatva milega. Vyapar karne walon ko naya sauda mil sakta hai. Paisa aa raha hai par kharcha bhi hai, isliye bachat par dhyan dein. Parivar me kisi shubh samachar ki pratiksha hai. Sehat me pet aur neend se jude mudde ho sakte hain. Kisi teerth sthan ki yatra ka yog bhi ban sakta hai."
Scorpio,YEARLY,1,"Is varsh Scorpio ke liye rahasya, gahrai aur unnati ka rahega. Shuru ke chhah mahine me Guru aur Mangal ka prabhav aapko mehnat karne ki prerana dega. Career me bada badlav sambhav hai—naukri badal sakti hai ya naya vyapar shuru ho sakta hai. Paison ki sthiti majboot hogi, khas taur par madhya varsh me. Vivah yog bhi ban sakta hai. Sehat ke liye sharirik vyayam aur santulit ahar zaroori hai. Varsh ke ant me koi samman ya puraskar milne ke yog hain."
Scorpio,YEARLY,2,"Yeh saal aapke liye shubh aur safalta se bhara rahega. Rahu-Ketu ki sthiti aapko naye sthan aur logon se milayegi. Karya me videsh ya doosre sheher se judne ka mauka milega. Paisa aayega par kisi bade nivesh se pehle soch-vichar karein. Parivar me kisi mangal karya ki taiyari ho sakti hai. Prem sambandh me vishwas aur bhi gahra hoga. Sehat me thodi sustee aa sakti hai, isliye subah jaldi uthne ki aadat banayein. Varsh ke ant me koi purana sapna poora hoga."
Sagittarius,TODAY,1,"Aaj Sagittarius ke liye utsah aur safalta ka din hai. Guru ki kripa se aapka aatmvishwas badhega aur log aapki taraf dekhenge. Career me koi naya mauka milega, khas taur par teaching ya travel se juda. Paisa aayega par kharcha bhi badhega, isliye budget banana samajhdari hogi. Rishton me chhoti baat ko bada na banayein. Sehat ke liye subah ka thoda vyayam aur paani adhik peena faydemand rahega. Shaam ko kisi khaas insaan se mulaqat hogi jo aapka din bana degi."
Sagittarius,TODAY,2,"Aaj aapka din utsah aur urja se bhara rahega. Guru aapko nayi himmat denge jisse aap har mushkil ka samna kar sakenge. Office me aapki mehnat ki tareef hogi, par doosron ki salah ko nazarandaz na karein. Parivar me kisi bade sadasya ka aashirwad milega jo mansik shanti dega. Achanak koi purana mitra mil sakta hai. Khane-peene me santulan rakhein. Raat ko jaldi sona aapke liye best rahega."
Sagittarius,YESTERDAY,1,"Beeta hua kal aapke liye thoda utar-chadhav wala raha. Subah ke waqt thodi jhunjhahat mehsoos hui, lekin dopahar tak sthiti sudhar gayi. Kisi kaam me deri hui jisse mann ashant raha. Ghar me kisi chhoti baat par bahas ho sakti thi. Paisa related koi purana mamla sar pe aaya. Lekin shaam ko kisi apne se baat karke mann halka hua. Sehat me thakan zyada thi, isliye aaram karna zaroori tha."
Sagittarius,YESTERDAY,2,"Kal aapka din madhyaam raha. Kuch kaam samay par poore nahi ho paye jisse thodi nirasha hui. Career me kisi colleague se matbhed ki sthiti bani, lekin baat samajhne ke baad sab theek ho gaya. Parivar ka sahyog mila aur maa ke haath ka khana khane ka mauka mila. Kharcha thoda zyada ho gaya tha. Sehat ki drishti se halki thakan aur neend ki kami rahi. Din ke ant me kisi shubh samachar ne mann ko prasann kar diya."
Sagittarius,TOMORROW,1,"Aane wala kal aapke liye shubh sanket lekar aa raha hai. Guru ki kripa se aatmvishwas badhega aur koi naya kaam shuru karne ka mauka milega. Career me senior ka sahyog milega, isliye jaldbazi na karein. Vyapar me naya grahak judega jisse aamdani badhegi. Ghar me kisi mangal kaam ki taiyari ho sakti hai. Rishton me madhurta banegi. Sehat achhi rahegi, bas subah ka nashta skip na karein."
Sagittarius,TOMORROW,2,"Kal ka din aapke liye bahut hi faldayak rahega. Kisi purane vivaad ka ant hoga aur mann ko shanti milegi. Office me aapki ek nayi yojana ko sarahna milegi. Paisa aane ke yog hain, khas taur par kisi purane lend se. Doston ke saath samay bitane ka mauka milega. Parivar me kisi shubh avsar ki charcha hogi. Sehat ke liye subah walk aur pranayam karein. Raat ko halka khana khayein. Kismat aapka saath degi."
Sagittarius,WEEKLY,1,"Is hafte Sagittarius ke liye utsah, safalta aur safar ka sangam rahega. Shuruaat me thodi bhaag-daud rahegi, lekin mid-week tak sab kuch control me aa jayega. Career me naye project ki zimmedari milegi jo aapki kshamta ko ujagar karegi. Paisa aayega par kharch bhi badhega, isliye faltu shopping se bachein. Rishton me vishwas badhega aur kisi purane mitra se mulakat hogi. Sehat me halki sardi ya khansi ho sakti hai. Weekend par parivar ke saath samay bitana shubh rahega."
Sagittarius,WEEKLY,2,"Is saptah aapko apne lakshya par dhyan dena hoga. Sitaron ki chaal keh rahi hai ki jaldbazi nuksan degi. Career me kisi colleague ki salah se bada fayda hoga. Paison ke mamle me savdhani rakhein, kisi anjaan par bharosa na karein. Ghar me maa ya patni ki sehat par dhyan dein. Rishton me samay ke saath sudhar hoga. Kisi shubh karyakram me shirkat karne ka mauka milega. Hafte ke ant me koi achhi khabar sunne ko milegi jo aapka utsah badha degi."
Sagittarius,MONTHLY,1,"Is mahine Sagittarius ke liye utsah, safalta aur naye avsar ke dwar khulenge. Guru ki sthiti aapko aage badhne ki himmat degi. Career me promotion ya salary badhne ke yog hain, lekin kisi se jalne ki bajay apni mehnat par bharosa karein. Paison ki sthiti sudhregi, purana karz chukane ka mauka milega. Prem jeevan me nayi urja aayegi aur kisi khaas insaan se rishta gahra ho sakta hai. Sehat ke liye niyamit dincharya apnayein. Mahine ke ant me koi mangal karya sambhav hai."
Sagittarius,MONTHLY,2,"Yeh mahina aapke liye aatmvikas ka samay hai. Shuruaat ke kuch din thodi uljhan me guzrenge, lekin 10 tareekh ke baad grah sthiti sudhregi. Karya kshetra me aapki raay ko mahatva milega. Vyapar karne walon ko naya sauda mil sakta hai. Paisa aa raha hai par kharcha bhi hai, isliye bachat par dhyan dein. Parivar me kisi shubh samachar ki pratiksha hai. Sehat me pet aur neend se jude mudde ho sakte hain. Kisi teerth sthan ki yatra ka yog bhi ban sakta hai."
Sagittarius,YEARLY,1,"Is varsh Sagittarius ke liye utsah, safalta aur unnati ka rahega. Shuru ke chhah mahine me Guru aur Surya ka prabhav aapko mehnat karne ki prerana dega. Career me bada badlav sambhav hai—naukri badal sakti hai ya naya vyapar shuru ho sakta hai. Paison ki sthiti majboot hogi, khas taur par madhya varsh me. Vivah yog bhi ban sakta hai. Sehat ke liye sharirik vyayam aur santulit ahar zaroori hai. Varsh ke ant me koi samman ya puraskar milne ke yog hain."
Sagittarius,YEARLY,2,"Yeh saal aapke liye shubh aur safalta se bhara rahega. Rahu-Ketu ki sthiti aapko naye sthan aur logon se milayegi. Karya me videsh ya doosre sheher se judne ka mauka milega. Paisa aayega par kisi bade nivesh se pehle soch-vichar karein. Parivar me kisi mangal karya ki taiyari ho sakti hai. Prem sambandh me vishwas aur bhi gahra hoga. Sehat me thodi sustee aa sakti hai, isliye subah jaldi uthne ki aadat banayein. Varsh ke ant me koi purana sapna poora hoga."
Capricorn,TODAY,1,"Aaj Capricorn ke liye mehnat aur safalta ka din hai. Shani ki kripa se aapka aatmvishwas badhega aur log aapki taraf dekhenge. Career me koi naya mauka milega, khas taur par netritva se juda. Paisa aayega par kharcha bhi badhega, isliye budget banana samajhdari hogi. Rishton me chhoti baat ko bada na banayein. Sehat ke liye subah ka thoda vyayam aur paani adhik peena faydemand rahega. Shaam ko kisi khaas insaan se mulaqat hogi jo aapka din bana degi."
Capricorn,TODAY,2,"Aaj aapka din utsah aur urja se bhara rahega. Shani aapko nayi himmat denge jisse aap har mushkil ka samna kar sakenge. Office me aapki mehnat ki tareef hogi, par doosron ki salah ko nazarandaz na karein. Parivar me kisi bade sadasya ka aashirwad milega jo mansik shanti dega. Achanak koi purana mitra mil sakta hai. Khane-peene me santulan rakhein. Raat ko jaldi sona aapke liye best rahega."
Capricorn,YESTERDAY,1,"Beeta hua kal aapke liye thoda utar-chadhav wala raha. Subah ke waqt thodi jhunjhahat mehsoos hui, lekin dopahar tak sthiti sudhar gayi. Kisi kaam me deri hui jisse mann ashant raha. Ghar me kisi chhoti baat par bahas ho sakti thi. Paisa related koi purana mamla sar pe aaya. Lekin shaam ko kisi apne se baat karke mann halka hua. Sehat me thakan zyada thi, isliye aaram karna zaroori tha."
Capricorn,YESTERDAY,2,"Kal aapka din madhyaam raha. Kuch kaam samay par poore nahi ho paye jisse thodi nirasha hui. Career me kisi colleague se matbhed ki sthiti bani, lekin baat samajhne ke baad sab theek ho gaya. Parivar ka sahyog mila aur maa ke haath ka khana khane ka mauka mila. Kharcha thoda zyada ho gaya tha. Sehat ki drishti se halki thakan aur neend ki kami rahi. Din ke ant me kisi shubh samachar ne mann ko prasann kar diya."
Capricorn,TOMORROW,1,"Aane wala kal aapke liye shubh sanket lekar aa raha hai. Shani ki kripa se aatmvishwas badhega aur koi naya kaam shuru karne ka mauka milega. Career me senior ka sahyog milega, isliye jaldbazi na karein. Vyapar me naya grahak judega jisse aamdani badhegi. Ghar me kisi mangal kaam ki taiyari ho sakti hai. Rishton me madhurta banegi. Sehat achhi rahegi, bas subah ka nashta skip na karein."
Capricorn,TOMORROW,2,"Kal ka din aapke liye bahut hi faldayak rahega. Kisi purane vivaad ka ant hoga aur mann ko shanti milegi. Office me aapki ek nayi yojana ko sarahna milegi. Paisa aane ke yog hain, khas taur par kisi purane lend se. Doston ke saath samay bitane ka mauka milega. Parivar me kisi shubh avsar ki charcha hogi. Sehat ke liye subah walk aur pranayam karein. Raat ko halka khana khayein. Kismat aapka saath degi."
Capricorn,WEEKLY,1,"Is hafte Capricorn ke liye mehnat, safalta aur sthirta ka sangam rahega. Shuruaat me thodi bhaag-daud rahegi, lekin mid-week tak sab kuch control me aa jayega. Career me naye project ki zimmedari milegi jo aapki kshamta ko ujagar karegi. Paisa aayega par kharch bhi badhega, isliye faltu shopping se bachein. Rishton me vishwas badhega aur kisi purane mitra se mulakat hogi. Sehat me halki sardi ya khansi ho sakti hai. Weekend par parivar ke saath samay bitana shubh rahega."
Capricorn,WEEKLY,2,"Is saptah aapko apne lakshya par dhyan dena hoga. Sitaron ki chaal keh rahi hai ki jaldbazi nuksan degi. Career me kisi colleague ki salah se bada fayda hoga. Paison ke mamle me savdhani rakhein, kisi anjaan par bharosa na karein. Ghar me maa ya patni ki sehat par dhyan dein. Rishton me samay ke saath sudhar hoga. Kisi shubh karyakram me shirkat karne ka mauka milega. Hafte ke ant me koi achhi khabar sunne ko milegi jo aapka utsah badha degi."
Capricorn,MONTHLY,1,"Is mahine Capricorn ke liye mehnat, safalta aur naye avsar ke dwar khulenge. Shani ki sthiti aapko aage badhne ki himmat degi. Career me promotion ya salary badhne ke yog hain, lekin kisi se jalne ki bajay apni mehnat par bharosa karein. Paison ki sthiti sudhregi, purana karz chukane ka mauka milega. Prem jeevan me nayi urja aayegi aur kisi khaas insaan se rishta gahra ho sakta hai. Sehat ke liye niyamit dincharya apnayein. Mahine ke ant me koi mangal karya sambhav hai."
Capricorn,MONTHLY,2,"Yeh mahina aapke liye aatmvikas ka samay hai. Shuruaat ke kuch din thodi uljhan me guzrenge, lekin 10 tareekh ke baad grah sthiti sudhregi. Karya kshetra me aapki raay ko mahatva milega. Vyapar karne walon ko naya sauda mil sakta hai. Paisa aa raha hai par kharcha bhi hai, isliye bachat par dhyan dein. Parivar me kisi shubh samachar ki pratiksha hai. Sehat me pet aur neend se jude mudde ho sakte hain. Kisi teerth sthan ki yatra ka yog bhi ban sakta hai."
Capricorn,YEARLY,1,"Is varsh Capricorn ke liye mehnat, safalta aur unnati ka rahega. Shuru ke chhah mahine me Guru aur Shani ka prabhav aapko mehnat karne ki prerana dega. Career me bada badlav sambhav hai—naukri badal sakti hai ya naya vyapar shuru ho sakta hai. Paison ki sthiti majboot hogi, khas taur par madhya varsh me. Vivah yog bhi ban sakta hai. Sehat ke liye sharirik vyayam aur santulit ahar zaroori hai. Varsh ke ant me koi samman ya puraskar milne ke yog hain."
Capricorn,YEARLY,2,"Yeh saal aapke liye shubh aur safalta se bhara rahega. Rahu-Ketu ki sthiti aapko naye sthan aur logon se milayegi. Karya me videsh ya doosre sheher se judne ka mauka milega. Paisa aayega par kisi bade nivesh se pehle soch-vichar karein. Parivar me kisi mangal karya ki taiyari ho sakti hai. Prem sambandh me vishwas aur bhi gahra hoga. Sehat me thodi sustee aa sakti hai, isliye subah jaldi uthne ki aadat banayein. Varsh ke ant me koi purana sapna poora hoga."
